exp,r1_s1,r2_s1,r3_s1,avg_s1,std_s1,unit_s1,r1_s2,r2_s2,r3_s2,avg_s2,std_s2,unit_s2,
th_1,950.401001,950.401001,950.401001,950.401062,0.000061,Mpbs
th_2,475.204163,475.204163,475.204163,475.204193,0.000031,Mpbs,475.203827,475.203827,475.203827,475.203827,0.000000,Mpbs
th_3,950.401001,950.401001,950.401001,950.401062,0.000061,Mpbs
th_4,475.204163,475.204163,475.204163,475.204193,0.000031,Mpbs,475.203827,475.203827,475.203827,475.203827,0.000000,Mpbs
th_5,475.204163,475.204163,475.204163,475.204193,0.000031,Mpbs,475.203827,475.203827,475.203827,475.203827,0.000000,Mpbs
afct_1,4.636189,4.636189,4.636189,4.636189,0.000000,sec
afct_2,9.272306,9.272306,9.272306,9.272306,0.000000,sec,9.272313,9.272313,9.272313,9.272313,0.000000,sec
afct_3,4.636189,4.636189,4.636189,4.636189,0.000000,sec
afct_4,9.272306,9.272306,9.272306,9.272306,0.000000,sec,9.272313,9.272313,9.272313,9.272313,0.000000,sec
afct_5,9.272306,9.272306,9.272306,9.272306,0.000000,sec,9.272313,9.272313,9.272313,9.272313,0.000000,sec
